Account,Report_Time,Resource_Type,Resource,Current_State,Monitor_DisplayName,Title,Message,Icm_OwningTeamId,Forest,WorkloadName,TeamName,Troubleshooting_Text,Additional_Info,Problem,Incident_ID
,,,unhealthy,,"Violated, OutOfSlaMessageCount Greater than 500 with 4 / 4 failed buckets",Transport Mailbox Delivery (QMBA) of tenant in Forest namp130 exceeded the threshold,Resource is unhealthy. Evaluated value: 0. Lookback duration: 10 minutes. -- The transport queue threshold for this tenant is outside of the expected range.,EXCHANGE\TenantNotification,namp130,Exchange,Tenant Notification,,https://o365exchange.visualstudio.com/O365%20Core/_wiki/wikis/O365%20Core.wiki/341182/HowTo-Troubleshoot-Tenant-Mailbox-Delivery-QMBA-Alerts | https://o365exchange.visualstudio.com/O365%20Core/_wiki/wikis/O365%20Core.wiki/341182/HowTo-Troubleshoot-Tenant-Mailbox-Delivery-QMBA-Alerts,Transport Mailbox Delivery (QMBA) of tenant in Forest namp130 exceeded the threshold,660739986
Praveen Malla,,,,,Andre Richard,,,,,,,Troubleshooting:,https://o365exchange.visualstudio.com/DefaultCollection/_workitems/edit/5973624 | https://aka.ms/OwaEsc:,,660540392
,,,,,,"[S500] [OED] [CRITSIT]: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count.. Depending on how users are opening the shared mailbox, this is by design. Emails/Count Not Automatically Updating in Shared Mailboxes ( Web view ) Acknowledging incident Duplicate of Incident 660540392 : [Customer Escalation] [S500] [OED] [CRITSIT]: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count.. Depending on how users are opening the shared mailbox, this is by design. Emails/Count Not Automatically Updating in Shared Mailboxes ( Web view ) Acknowledging incident Severity change from 3 to 2. Reason Matching DFM SEV. Transferred from Exchange Enterprise Cloud/ECC LiveSite SRE to Exchange/EC Commercial LiveSite. This incident has been transferred from the SRE queue due to a severity increase. Affected Tenants: mastercard.onmicrosoft.com/ Issue Problem Description: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count. This issue does not occur in Outlook Desktop, where emails show up properly. Since multiple users are using this workaround is not an option for us.  User Affected: Bindu Sagar Ojha and other users using the shared mailbox L1_support_C& Forest: exchange/namprd14-005-01  Business Impact: All users using the shared mailbox are impacted, causing delays in email communication and workflow disruptions.  Troubleshooting:  Verified that the issue occurs in OWA but not in Outlook Desktop. Sent test email to the shared mailbox, which shows up automatically in Outlook but requires manual refresh in OWA or click on any other folder then click back on inbox. Checked mailbox statistics and confirmed that the inbox folder is under the limit. Logs collected include PPT and HAR files. Same behavior when we add shared mailbox as Additional mailbox or add as additional mailbox/folder in same OWA session. Same issue on different computers and different browsers. Tried on different network too. One of Impacted user: Impacted shared mailbox:L1_support_C& Mailbox Statistics for primary mailbox ItemCount:330993 TotalItemSize:39.03 GB (41,912,313,139 bytes) DeletedItemCount288997 TotalDeletedItemSize:45.69 GB (49,057,584,596 bytes) IsArchiveMailbox:False  Mailbox Statistics for archive mailbox ItemCount:1075 TotalItemSize:100.8 MB (105,701,085 bytes) DeletedItemCount::29571 TotalDeletedItemSize:94.89 GB (101,890,448,930 bytes) IsArchiveMailbox:True   Has License Assigned: True  Inbox folder is also under limit  Date:3/10/2021 12:35:51 AM FolderSize:3.541 GB (3,802,595,806 bytes) ItemsInFolder:44042 VisibleItemsInFolder:35571 HiddenItemsInFolder:8471 FolderAndSubfolderSize:31.39 GB (33,704,958,493 bytes) ItemsInFolderAndSubfolders:242529  As per har do not see a pattern.   Workarounds: Users can manually refresh the inbox folder in OWA to see new emails.  Similar bugs: Not specified  Additional Information:  16+ members have access to the shared mailbox. Same behavior observed when the shared mailbox is added as an additional mailbox or folder in the same OWA session.   Reviewed https://aka.ms/OwaEsc: Yes  Enterprise Cloud Customer: Yes Submitted via Assist365 by: Agent: CaseNumber:2507160040003680 Severity:Sev2 TenantId: A customer raised issue for an Enterprise Cloud customer has been detected",,,,,,Troubleshooting: Troubleshooting:,https://aka.ms/OwaEsc: | https://dev.azure.com/O365Exchange/ | https://aka.ms/OwaEsc: | https://dev.azure.com/O365Exchange/,"[S500] [OED] [CRITSIT]: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count.. Depending on how users are opening the shared mailbox, this is by design. Emails/Count Not Automatically Updating in Shared Mailboxes ( Web view ) Acknowledging incident Duplicate of Incident 660540392 : [Customer Escalation] [S500] [OED] [CRITSIT]: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count.. Depending on how users are opening the shared mailbox, this is by design. Emails/Count Not Automatically Updating in Shared Mailboxes ( Web view ) Acknowledging incident Severity change from 3 to 2. Reason Matching DFM SEV. Transferred from Exchange Enterprise Cloud/ECC LiveSite SRE to Exchange/EC Commercial LiveSite. This incident has been transferred from the SRE queue due to a severity increase. Affected Tenants: mastercard.onmicrosoft.com/ Issue Problem Description: Emails are not refreshing automatically in Outlook Web Access (OWA). Users need to manually click the folder to see new emails or the updated count. This issue does not occur in Outlook Desktop, where emails show up properly. Since multiple users are using this workaround is not an option for us.  User Affected: Bindu Sagar Ojha and other users using the shared mailbox L1_support_C& Forest: exchange/namprd14-005-01  Business Impact: All users using the shared mailbox are impacted, causing delays in email communication and workflow disruptions.  Troubleshooting:  Verified that the issue occurs in OWA but not in Outlook Desktop. Sent test email to the shared mailbox, which shows up automatically in Outlook but requires manual refresh in OWA or click on any other folder then click back on inbox. Checked mailbox statistics and confirmed that the inbox folder is under the limit. Logs collected include PPT and HAR files. Same behavior when we add shared mailbox as Additional mailbox or add as additional mailbox/folder in same OWA session. Same issue on different computers and different browsers. Tried on different network too. One of Impacted user: Impacted shared mailbox:L1_support_C& Mailbox Statistics for primary mailbox ItemCount:330993 TotalItemSize:39.03 GB (41,912,313,139 bytes) DeletedItemCount288997 TotalDeletedItemSize:45.69 GB (49,057,584,596 bytes) IsArchiveMailbox:False  Mailbox Statistics for archive mailbox ItemCount:1075 TotalItemSize:100.8 MB (105,701,085 bytes) DeletedItemCount::29571 TotalDeletedItemSize:94.89 GB (101,890,448,930 bytes) IsArchiveMailbox:True   Has License Assigned: True  Inbox folder is also under limit  Date:3/10/2021 12:35:51 AM FolderSize:3.541 GB (3,802,595,806 bytes) ItemsInFolder:44042 VisibleItemsInFolder:35571 HiddenItemsInFolder:8471 FolderAndSubfolderSize:31.39 GB (33,704,958,493 bytes) ItemsInFolderAndSubfolders:242529  As per har do not see a pattern.   Workarounds: Users can manually refresh the inbox folder in OWA to see new emails.  Similar bugs: Not specified  Additional Information:  16+ members have access to the shared mailbox. Same behavior observed when the shared mailbox is added as an additional mailbox or folder in the same OWA session.   Reviewed https://aka.ms/OwaEsc: Yes  Enterprise Cloud Customer: Yes Submitted via Assist365 by: Agent: CaseNumber:2507160040003680 Severity:Sev2 TenantId: A customer raised issue for an Enterprise Cloud customer has been detected",660540402
,,,,,,,,,,,,,"https://m365pulse.microsoft.com/DeploymentCore/WhereIsMyFixV2App?query={%22Alias%22:%22spall%22,%22QueryString%22:[%223949710%22,%224134994%22],%22QueryType%22:%22PrId%22,%22ScopeFilters%22:[{%22ScopeFilterType%22:%22DeployRing%22,%22GroupFactors%22:[%22TDF%22,%22PDT%22,%22SDFV2%22,%22MSIT%22,%22SIP%22,%22WW%22,%22ITARSIP%22,%22DONMT%22,%22ITAR%22],%22IsExpand%22:true},{%22ScopeFilterType%22:%22Role%22,%22GroupFactors%22:[%22BE%22],%22IsExpand%22:true},{%22ScopeFilterType%22:%22ServiceInstance%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Region%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Location%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Forest%22,%22GroupFactors%22:[],%22IsExpand%22:false}],%22SelectedPRs%22:[3949710],%22BuildVersions%22:[%2215.20.8489.000%22],%22PatchIds%22:[],%22Components%22:[],%22IsQueried%22:true,%22Repository%22:%22Substrate%22,%22SubstrateModel%22:%22ModelA%22,%22BuildVersionToComponentEPJoinType%22:%22Union%22,%22ComponentToEPJoinType%22:%22Union%22,%22B2ServiceName%22:%22%22} | https://m365pulse.microsoft.com/DeploymentCore/WhereIsMyFixV2App?query={%22Alias%22:%22spall%22,%22QueryString%22:[%223949710%22,%224134994%22],%22QueryType%22:%22PrId%22,%22ScopeFilters%22:[{%22ScopeFilterType%22:%22DeployRing%22,%22GroupFactors%22:[%22TDF%22,%22PDT%22,%22SDFV2%22,%22MSIT%22,%22SIP%22,%22WW%22,%22ITARSIP%22,%22DONMT%22,%22ITAR%22],%22IsExpand%22:true},{%22ScopeFilterType%22:%22Role%22,%22GroupFactors%22:[%22BE%22],%22IsExpand%22:true},{%22ScopeFilterType%22:%22ServiceInstance%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Region%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Location%22,%22GroupFactors%22:[],%22IsExpand%22:false},{%22ScopeFilterType%22:%22Forest%22,%22GroupFactors%22:[],%22IsExpand%22:false}],%22SelectedPRs%22:[3949710],%22BuildVersions%22:[%2215.20.8489.000%22],%22PatchIds%22:[],%22Components%22:[],%22IsQueried%22:true,%22Repository%22:%22Substrate%22,%22SubstrateModel%22:%22ModelA%22,%22BuildVersionToComponentEPJoinType%22:%22Union%22,%22ComponentToEPJoinType%22:%22Union%22,%22B2ServiceName%22:%22%22}",,663802469
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-26 09:37:17Z ,Resource: _michh_TLS SDL Policy Compliance_Security_michh_ _antares_Azure SDL_https---aka.ms-tlseverywhere ( open resource in health page ),_michh_TLS,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : TLS SDL Policy Compliance,Resource is unhealthy. Expression: S360KPISLA Expression = 2. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page: How to read this page:,"https://aka.ms/tlseverywhere | https://aka.ms/tlseverywhere | https://aka.ms/tlseverywhere] | https://aka.ms/tlseverywhere"",""Exception"":""TLS | https://aka.ms/tlseverywhere]",[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : TLS SDL Policy Compliance,675846022
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-27 09:33:18Z ,Resource: _dviddomonko_2.02 Svc Account Expiration_Livesite_beckyha_redmondtreeautopassworddviddomonko_NULL_Update password for 'Redmond-treeauto' ( open resource in health page ),_dviddomonko_2.02,,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : 2.02 Svc Account Expiration,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : 2.02 Svc Account Expiration,676353815
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-21 18:16:01Z ,Resource: _kakhidr_[SFI-ES3.3.1] Exposed Secrets_Security_beckyha_ f8a8901f| |crosstenantcertificate_NULL_Rotate and revoke exposed certificate F8A8901F ( open resource in health page ),_kakhidr_[SFI-ES3.3.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES3.3.1] Exposed Secrets,Resource is unhealthy. Expression: S360KPISLA Expression = 2. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-ES3.3.1] Exposed Secrets,673797404
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-26 04:34:22Z ,Resource: _kakhidr_[SFI-PS4.4] M365 Security Review_Security_beckyha_ |9-30-2024 8-18-46 pm|security review_Continuous_Please complete your security checkup review. ( open resource in health page ),_kakhidr_[SFI-PS4.4],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.4] M365 Security Review,Resource is unhealthy. Expression: S360KPISLA Expression = 2. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.4] M365 Security Review,675739618
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-27 09:33:18Z ,Resource: _kakhidr_[SFI-PS4.1] E+D Product Pillar Remediation_Security_beckyha_o365exchange|enterprise cloud|5857105|product pillar_Wave 5_[Security] Pipeline ICM Automations pipeline (38157) should not be triggered from non-production-user branches ( open resource in health page ),_kakhidr_[SFI-PS4.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,676353788
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-27 09:33:18Z ,Resource: _anupamaru_[SFI-PS4.1] E+D Product Pillar Remediation_Security_michh_o365exchange|enterprise cloud|5857064|product pillar_Wave 5_[Security] Pipeline OEDAssistant Precheckin_Debug_CloudTest (43247) should not be triggered from non-production-user branches ( open resource in health page ),_anupamaru_[SFI-PS4.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,676353801
Monitor: S360KPISLAMonitorV3 ( view monitor ),2025-08-27 09:33:18Z ,Resource: _anupamaru_[SFI-PS4.1] E+D Product Pillar Remediation_Security_michh_o365exchange|enterprise cloud|5857115|product pillar_Wave 5_[Security] Pipeline OEDAssistant Precheckin_Retail_CloudTest (43243) should not be triggered from non-production-user branches ( open resource in health page ),_anupamaru_[SFI-PS4.1],,Hybrid,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,Resource is unhealthy. Expression: S360KPISLA Expression = 1. Alert Condition: S360KPISLA AlertCondition 1 = Violated. Lookback duration: 12:00:00.,EXCHANGE\ECCLSPassiveMonitorTraining,,Exchange,ECCLSPassiveMonitorTraining,How to read this page:,,[S360KPISLAMonitor] has detected a S360 item near SLA expiration for : [SFI-PS4.1] E+D Product Pillar Remediation,676353794
